pair_id,query_id,query_confidence,selected_threshold,retained,mask_membership_unchanged,before_outcome,after_outcome,change_source,before_t0_assigned_gt_id,after_t0_assigned_gt_id,before_t1_assigned_gt_id,after_t1_assigned_gt_id,t0_best_gt_id,t0_best_iou,t1_best_gt_id,t1_best_iou,duplicate_competition_before,duplicate_competition_after
scene0029_00-scene0029_01,query_0030,0.028315052390098572,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,6,0.5446808510638298,true,false
scene0029_00-scene0029_01,query_0031,0.0012698308564722538,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.5552427867698804,9,0.7818396226415094,true,false
scene0029_00-scene0029_01,query_0032,0.18844258785247803,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.2612491605104097,10,0.07894736842105263,true,false
scene0029_00-scene0029_01,query_0033,0.008133899420499802,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,10,0.7850467289719626,6,0.8364312267657993,true,false
scene0029_00-scene0029_01,query_0034,0.003539224388077855,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,37,0.15306122448979592,37,0.03565640194489465,true,false
scene0029_00-scene0029_01,query_0036,0.0026882789097726345,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.5890218156228009,9,0.8832547169811321,true,false
scene0029_00-scene0029_01,query_0037,0.005292294081300497,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.4784910655195235,9,0.3398294762484775,true,false
scene0029_00-scene0029_01,query_0038,0.6042938828468323,0.3,true,true,endpoint_unmatched,endpoint_unmatched,retained_outcome_unchanged,,,32,32,32,0.04669260700389105,32,0.8092105263157895,true,true
scene0029_00-scene0029_01,query_0039,0.8571627736091614,0.3,true,true,endpoint_unmatched,true_positive,newly_true_positive_after_reassignment,9,9,,9,9,0.814692256783587,9,0.9070048309178744,true,true
scene0029_00-scene0029_01,query_0040,0.027934527024626732,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,35,0.5562130177514792,true,false
scene0029_00-scene0029_01,query_0041,0.05305314064025879,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,9,0.16199756394640683,true,false
scene0029_00-scene0029_01,query_0043,0.9765720367431641,0.3,true,true,endpoint_unmatched,true_positive,newly_true_positive_after_reassignment,,12,,12,12,0.6858465608465608,12,0.6488156539649845,true,false
scene0029_00-scene0029_01,query_0044,0.93181973695755,0.3,true,true,endpoint_unmatched,endpoint_unmatched,retained_outcome_unchanged,,,,,38,0.4575113808801214,38,0.4760853568800589,true,false
scene0029_00-scene0029_01,query_0045,0.011843126267194748,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,32,0.04669260700389105,32,0.6875,true,false
scene0029_00-scene0029_01,query_0046,0.9712605476379395,0.3,true,true,one_sided,one_sided,retained_outcome_unchanged,,,,,28,0.3,,,true,true
scene0029_00-scene0029_01,query_0047,0.15402650833129883,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,31,0.24031007751937986,31,0.234375,true,false
scene0029_00-scene0029_01,query_0048,0.005012311972677708,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,31,0.6918238993710691,11,0.05152224824355972,true,false
scene0029_00-scene0029_01,query_0049,0.005935290828347206,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,8,0.8709677419354839,8,0.7938144329896907,true,false
scene0029_00-scene0029_01,query_0050,0.000701728742569685,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,12,0.7096774193548387,12,0.7086614173228346,true,false
scene0029_00-scene0029_01,query_0051,0.018615907058119774,0.3,false,false,one_sided,,filtered_low_confidence,,,,,6,0.8079710144927537,,,true,false
scene0029_00-scene0029_01,query_0052,0.01581093855202198,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,3,0.9567779960707269,true,false
scene0029_00-scene0029_01,query_0053,0.002428061095997691,0.3,false,false,one_sided,,filtered_low_confidence,,,,,31,0.06976744186046512,,,true,false
scene0029_00-scene0029_01,query_0055,0.002448129002004862,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,9,,9,0.7407407407407407,9,0.9074299634591961,true,false
scene0029_00-scene0029_01,query_0056,0.029173122718930244,0.3,false,false,one_sided,,filtered_low_confidence,,,,,38,0.081377151799687,,,true,false
scene0029_00-scene0029_01,query_0057,0.0013166578719392419,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,13,,,,13,0.7375328083989501,13,0.5093896713615024,true,false
scene0029_00-scene0029_01,query_0058,0.0030539059080183506,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.5158249158249159,9,0.8038976857490865,true,false
scene0029_00-scene0029_01,query_0059,0.00305761257186532,0.3,false,false,one_sided,,filtered_low_confidence,,,,,3,0.2698072805139186,,,true,false
scene0029_00-scene0029_01,query_0060,0.004206922370940447,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,9,0.42806603773584906,true,false
scene0029_00-scene0029_01,query_0062,0.9809607267379761,0.3,true,true,endpoint_unmatched,true_positive,newly_true_positive_after_reassignment,8,8,,8,8,0.9274193548387096,8,0.7938144329896907,true,false
scene0029_00-scene0029_01,query_0063,0.9678964614868164,0.3,true,true,one_sided,one_sided,retained_outcome_unchanged,,6,,,6,0.9021739130434783,,,true,false
scene0029_00-scene0029_01,query_0064,0.019165273755788803,0.3,false,false,one_sided,,filtered_low_confidence,,,,,6,0.8768115942028986,,,true,false
scene0029_00-scene0029_01,query_0065,0.006355744786560535,0.3,false,false,one_sided,,filtered_low_confidence,,,,,37,0.13071895424836602,,,true,false
scene0029_00-scene0029_01,query_0066,0.0034539748448878527,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.22983870967741934,9,0.05968331303288672,true,false
scene0029_00-scene0029_01,query_0067,0.01356804370880127,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,6,0.9350180505415162,6,0.676595744680851,true,false
scene0029_00-scene0029_01,query_0068,0.00220990227535367,0.3,false,false,one_sided,,filtered_low_confidence,,,,,31,0.7054263565891473,,,true,false
scene0029_00-scene0029_01,query_0069,0.06163652613759041,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,9,0.12302070645554203,true,false
scene0029_00-scene0029_01,query_0070,0.008104507811367512,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,6,,6,0.7357954545454546,6,0.9574468085106383,true,false
scene0029_00-scene0029_01,query_0071,0.0035050457809120417,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,3,0.3083511777301927,3,0.9567779960707269,true,false
scene0029_00-scene0029_01,query_0072,0.002708249259740114,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,31,,,,31,0.75,31,0.015267175572519083,true,false
scene0029_00-scene0029_01,query_0073,0.010673939250409603,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,9,0.12058465286236297,true,false
scene0029_00-scene0029_01,query_0075,0.0285167396068573,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,8,0.7868852459016393,8,0.8051948051948052,true,false
scene0029_00-scene0029_01,query_0076,0.008822024799883366,0.3,false,false,one_sided,,filtered_low_confidence,,,,,6,0.8514492753623188,,,true,false
scene0029_00-scene0029_01,query_0077,0.019869061186909676,0.3,false,false,one_sided,,filtered_low_confidence,,,,,6,0.8768115942028986,,,true,false
scene0029_00-scene0029_01,query_0078,0.0014935384970158339,0.3,false,false,one_sided,,filtered_low_confidence,,,,,31,0.7054263565891473,,,true,false
scene0029_00-scene0029_01,query_0080,0.0025828273501247168,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.6101337086558761,9,0.8832547169811321,true,false
scene0029_00-scene0029_01,query_0082,0.2139291763305664,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,10,0.7850467289719626,4,0.012558139534883722,true,false
scene0029_00-scene0029_01,query_0083,0.7726051807403564,0.3,true,true,one_sided,one_sided,retained_outcome_unchanged,,,,,35,0.6617647058823529,,,true,true
scene0029_00-scene0029_01,query_0084,0.03734087571501732,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,4,0.012558139534883722,true,false
scene0029_00-scene0029_01,query_0085,0.002435099333524704,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,37,0.2,37,0.2754237288135593,true,false
scene0029_00-scene0029_01,query_0086,0.00568496435880661,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,32,0.5880681818181818,31,0.015503875968992248,true,false
scene0029_00-scene0029_01,query_0087,0.0005225923960097134,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,12,0.7006756756756757,12,0.7,true,false
scene0029_00-scene0029_01,query_0088,0.0009856425458565354,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,38,0.4931129476584022,3,0.22695738354806738,true,false
scene0029_00-scene0029_01,query_0089,0.014677116647362709,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,10,0.7850467289719626,4,0.01581395348837209,true,false
scene0029_00-scene0029_01,query_0090,0.002220680471509695,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.6194989844278944,9,0.8928136419001218,true,false
scene0029_00-scene0029_01,query_0091,0.000599044025875628,0.3,false,false,true_positive,,filtered_low_confidence,12,,12,,12,0.7145818935729095,12,0.7159090909090909,true,false
scene0029_00-scene0029_01,query_0092,0.0036416738294065,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,2,0.5996483001172332,2,0.7447916666666666,true,false
scene0029_00-scene0029_01,query_0093,0.009344789199531078,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,6,0.7337110481586402,6,0.6340425531914894,true,false
scene0029_00-scene0029_01,query_0094,0.007417481858283281,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,2,0.36770771950500886,2,0.42790697674418604,true,false
scene0029_00-scene0029_01,query_0095,0.00830818060785532,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,32,0.049429657794676805,11,0.05133928571428571,true,false
scene0029_00-scene0029_01,query_0096,0.011798257008194923,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,4,0.01581395348837209,true,false
scene0029_00-scene0029_01,query_0098,0.0031170404981821775,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.13590844062947066,9,0.5860849056603774,true,false
scene0029_00-scene0029_01,query_0099,0.0021251505240797997,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,37,0.14423076923076922,37,0.1607717041800643,true,false
scene0039_00-scene0039_01,query_0000,0.00555452611297369,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,23,0.29338842975206614,23,0.13692946058091288,true,false
scene0039_00-scene0039_01,query_0001,0.2298048883676529,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,1,0.0,1,0.0,true,false
scene0039_00-scene0039_01,query_0002,0.00719866156578064,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,6,0.055876685934489405,6,0.35074626865671643,true,false
scene0039_00-scene0039_01,query_0003,0.9388728141784668,0.3,true,true,true_positive,true_positive,retained_true_positive,24,24,24,24,24,0.8309859154929577,24,0.7696629213483146,true,true
scene0039_00-scene0039_01,query_0004,0.0008133378578349948,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,13,0.46103117505995206,13,0.5846645367412141,true,false
scene0039_00-scene0039_01,query_0005,0.0009144332725554705,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,29,0.8646616541353384,29,0.5261194029850746,true,false
scene0039_00-scene0039_01,query_0006,0.0007194092031568289,0.3,false,false,true_positive,,filtered_low_confidence,13,,13,,13,0.7621878715814506,13,0.7420924574209246,true,false
scene0039_00-scene0039_01,query_0007,0.0030676056630909443,0.3,false,false,true_positive,,filtered_low_confidence,21,,21,,21,0.6265356265356266,21,0.5603217158176944,true,false
scene0039_00-scene0039_01,query_0008,0.031007152050733566,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,6,0.01348747591522158,6,0.3358208955223881,true,false
scene0039_00-scene0039_01,query_0009,0.023201312869787216,0.3,false,false,one_sided,,filtered_low_confidence,,,,,14,0.034892942109436956,,,true,false
scene0039_00-scene0039_01,query_0010,0.01088632084429264,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,16,0.43312101910828027,16,0.44308943089430897,true,false
scene0039_00-scene0039_01,query_0011,0.34001919627189636,0.3,true,true,endpoint_unmatched,endpoint_unmatched,retained_outcome_unchanged,,,,,24,0.3399014778325123,24,0.09051724137931035,true,true
scene0039_00-scene0039_01,query_0012,0.0006417788681574166,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.034112444725205304,11,0.0005271481286241434,true,false
scene0039_00-scene0039_01,query_0013,0.1983763426542282,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,17,0.056716417910447764,false,false
scene0039_00-scene0039_01,query_0014,0.00199970998801291,0.3,false,false,one_sided,,filtered_low_confidence,,,,,21,0.5085995085995086,,,true,false
scene0039_00-scene0039_01,query_0015,0.0012280121445655823,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,13,0.7621878715814506,13,0.741190765492102,true,false
scene0039_00-scene0039_01,query_0016,0.004402660299092531,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,45,0.5227817745803357,45,0.7886266094420601,true,false
scene0039_00-scene0039_01,query_0017,0.0019023965578526258,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,21,0.6265356265356266,21,0.49865951742627346,true,false
scene0039_00-scene0039_01,query_0018,0.0015784280840307474,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,2,0.8574739281575898,2,0.8916666666666667,true,false
scene0039_00-scene0039_01,query_0019,0.0025106556713581085,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,45,0.5249406175771971,45,0.7886266094420601,true,false
scene0039_00-scene0039_01,query_0020,0.0076708607375621796,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,24,0.18316831683168316,24,0.0664451827242525,true,false
scene0039_00-scene0039_01,query_0021,0.7690635323524475,0.3,true,true,endpoint_unmatched,endpoint_unmatched,retained_outcome_unchanged,47,47,,,47,0.7214484679665738,6,0.25,true,false
scene0039_00-scene0039_01,query_0022,0.9092825055122375,0.3,true,true,true_positive,true_positive,retained_true_positive,29,29,29,29,29,0.8613138686131386,29,0.8864864864864865,true,false
scene0039_00-scene0039_01,query_0023,0.000975834031123668,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,13,0.7621878715814506,13,0.7420924574209246,true,false
scene0039_00-scene0039_01,query_0024,0.0026805740781128407,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,16,0.4884393063583815,16,0.38461538461538464,true,false
scene0039_00-scene0039_01,query_0026,0.003167021321132779,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,6,,6,0.21001926782273603,6,0.5528756957328386,true,false
scene0039_00-scene0039_01,query_0027,0.0014761040220037103,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,4,0.05035577449370553,4,0.2292134831460674,true,false
scene0039_00-scene0039_01,query_0028,0.020350448787212372,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,4,0.5061111111111111,4,0.6468699839486356,true,false
scene0039_00-scene0039_01,query_0029,0.0018413716461509466,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,13,0.7395957193816884,13,0.7420924574209246,true,false
scene0039_00-scene0039_01,query_0030,0.00036927787004970014,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,10,,10,0.9623430962343096,10,0.9707513867876955,true,false
scene0039_00-scene0039_01,query_0032,0.7984915971755981,0.3,true,true,endpoint_unmatched,true_positive,newly_true_positive_after_reassignment,,21,,21,21,0.6265356265356266,21,0.5603217158176944,true,false
scene0039_00-scene0039_01,query_0033,0.005316701252013445,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,45,0.5100502512562815,45,0.7886266094420601,true,false
scene0039_00-scene0039_01,query_0034,0.005703328642994165,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,23,,23,0.8140495867768595,23,0.9253112033195021,true,false
scene0039_00-scene0039_01,query_0035,0.0063554379157722,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,45,0.5872093023255814,45,0.7886266094420601,true,false
scene0039_00-scene0039_01,query_0036,0.0006154046859592199,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,10,0.9543568464730291,10,0.9707513867876955,true,false
scene0039_00-scene0039_01,query_0038,0.0017992506036534905,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,47,0.6501182033096927,6,0.25,true,false
scene0039_00-scene0039_01,query_0039,0.0009914512047544122,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,13,0.7621878715814506,13,0.7420924574209246,true,false
scene0039_00-scene0039_01,query_0040,0.002865974558517337,0.3,false,false,one_sided,,filtered_low_confidence,,,,,14,0.034892942109436956,,,true,false
scene0039_00-scene0039_01,query_0041,0.0003929644008167088,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,10,0.9556786703601108,10,0.9581442259203228,true,false
scene0039_00-scene0039_01,query_0042,0.010463236831128597,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,24,0.046468401486988845,true,false
scene0039_00-scene0039_01,query_0043,0.004731681663542986,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,45,0.5872093023255814,45,0.7886266094420601,true,false
scene0039_00-scene0039_01,query_0044,0.0028119669295847416,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,1,0.0,1,0.0,true,false
scene0039_00-scene0039_01,query_0045,0.0002620551094878465,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,10,0.9623430962343096,10,0.9581442259203228,true,false
scene0039_00-scene0039_01,query_0046,0.0015121332835406065,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,10,0.9543568464730291,10,0.9707513867876955,true,false
scene0039_00-scene0039_01,query_0047,0.0033766943961381912,0.3,false,false,one_sided,,filtered_low_confidence,,,,,21,0.43243243243243246,,,true,false
scene0039_00-scene0039_01,query_0048,0.9639174938201904,0.3,true,true,endpoint_unmatched,true_positive,newly_true_positive_after_reassignment,23,23,,23,23,0.9214876033057852,23,0.9253112033195021,true,false
scene0039_00-scene0039_01,query_0049,0.00960583332926035,0.3,false,false,one_sided,,filtered_low_confidence,,,,,21,0.5724815724815725,,,true,false
scene0039_00-scene0039_01,query_0050,0.9437003135681152,0.3,true,true,endpoint_unmatched,true_positive,newly_true_positive_after_reassignment,11,11,,11,11,0.6719049444231506,11,0.7041925465838509,true,false
scene0039_00-scene0039_01,query_0051,0.001829987158998847,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,21,0.6240786240786241,21,0.1126005361930295,true,false
scene0039_00-scene0039_01,query_0052,0.9692355990409851,0.3,true,true,true_positive,true_positive,retained_true_positive,4,4,4,4,4,0.7151448879168945,4,0.7384,true,true
scene0039_00-scene0039_01,query_0053,0.0036582222674041986,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,6,0.21001926782273603,6,0.43042671614100186,true,false
scene0039_00-scene0039_01,query_0054,0.0037734226789325476,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,45,0.5227817745803357,45,0.7886266094420601,true,false
scene0039_00-scene0039_01,query_0055,0.0002528891491238028,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,10,,,,10,0.965034965034965,10,0.9581442259203228,true,false
scene0039_00-scene0039_01,query_0056,0.0019727987237274647,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.37248743718592964,9,0.16760168302945302,true,false
scene0039_00-scene0039_01,query_0057,0.8152197599411011,0.3,true,true,endpoint_unmatched,endpoint_unmatched,retained_outcome_unchanged,,,,,4,0.13225806451612904,4,0.24280442804428043,true,true
scene0039_00-scene0039_01,query_0058,0.004122192971408367,0.3,false,false,one_sided,,filtered_low_confidence,,,,,,,24,0.045714285714285714,true,false
scene0039_00-scene0039_01,query_0059,0.908207356929779,0.3,true,true,endpoint_unmatched,true_positive,newly_true_positive_after_reassignment,,10,,10,10,0.9556786703601108,10,0.9707513867876955,true,false
scene0039_00-scene0039_01,query_0060,0.0020649926736950874,0.3,false,false,true_positive,,filtered_low_confidence,45,,45,,45,0.7116279069767442,45,0.7896995708154506,true,false
scene0039_00-scene0039_01,query_0061,0.001352444407530129,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.38461538461538464,9,0.6089698668535389,true,false
scene0039_00-scene0039_01,query_0062,0.004737750627100468,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,9,0.4526645768025078,9,0.15697266993693063,true,false
scene0039_00-scene0039_01,query_0063,0.0036448838654905558,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,7,0.18697318007662836,7,0.1102502979737783,true,false
scene0039_00-scene0039_01,query_0064,0.9496150016784668,0.3,true,true,true_positive,true_positive,retained_true_positive,9,9,9,9,9,0.8753913587977458,9,0.898884239888424,true,false
scene0039_00-scene0039_01,query_0065,0.0059606656432151794,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,23,0.8016528925619835,23,0.9253112033195021,true,false
scene0039_00-scene0039_01,query_0066,0.002724885009229183,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,16,0.4884393063583815,16,0.3495440729483283,true,false
scene0039_00-scene0039_01,query_0067,0.052121952176094055,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,24,0.6847290640394089,24,0.5434782608695652,true,false
scene0039_00-scene0039_01,query_0068,0.9749243855476379,0.3,true,true,true_positive,true_positive,retained_true_positive,2,2,2,2,2,0.8933951332560834,2,0.8967587034813925,true,false
scene0039_00-scene0039_01,query_0069,0.0028022427577525377,0.3,false,false,one_sided,,filtered_low_confidence,,,,,21,0.5921375921375921,,,true,false
scene0039_00-scene0039_01,query_0070,0.0033155004493892193,0.3,false,false,endpoint_unmatched,,filtered_low_confidence,,,,,7,0.9058365758754864,7,0.8149253731343283,true,false
scene0039_00-scene0039_01,query_0071,0.7383004426956177,0.3,true,true,endpoint_unmatched,true_positive,newly_true_positive_after_reassignment,,13,,13,13,0.7621878715814506,13,0.741190765492102,true,false
